"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951047986181710017","Thu Jul 31 22:56:46 +0000 2025","0","@Nyimakajja Kaget tiba tiba makin kepinggir aja ni gojek ternyata ngantuk bjir","1951054458206691390","","Nyimakajja","in","","0","0","0","https://x.com/undefined/status/1951054458206691390","1782392484586463232",
"1951054454024999398","Thu Jul 31 22:56:45 +0000 2025","0","sabun viral Coba lihat produk ini! https://t.co/K9DZppPAK2","1951054454024999398","","","in","","0","0","0","https://x.com/undefined/status/1951054454024999398","1283598079275327488",
"1951054188214948195","Thu Jul 31 22:55:41 +0000 2025","0","HAOCEK SUPLEMEN SEHAT Coba lihat produk ini! https://t.co/wTIwmDHjsY","1951054188214948195","","","in","","0","0","0","https://x.com/undefined/status/1951054188214948195","1283598079275327488",
"1951053029475754284","Thu Jul 31 22:51:05 +0000 2025","0","Langsung dikirim. Stok baru. Gratis ongkir. Mumpung #JumatBerkah Bantu larisin yuk. Terima kasih repost. Order 1 Bks sangat dihargai. Terima kasih https://t.co/aZlfNzE39r","1951053029475754284","","","in","","0","1","1","https://x.com/undefined/status/1951053029475754284","146365198",
"1951052890489201090","Thu Jul 31 22:50:32 +0000 2025","0","HARVA Shampoo Ginseng Soft &amp; Smooth 600ML | Haircare Sampoo Sekaligus Conditioner Rambut Rontok Serta Menutrisi Rambut https://t.co/Vtjh1DWv3F","1951052890489201090","","","in","","0","0","0","https://x.com/undefined/status/1951052890489201090","794483431539286016",
"1951051518192525482","Thu Jul 31 22:45:05 +0000 2025","0","nokos gojek yg bisa verif skrg dong #zonauang #zonabaᅠᅠᅠ","1951051518192525482","","","in","","0","7","0","https://x.com/undefined/status/1951051518192525482","1517406930402037760",
"1951050572196618280","Thu Jul 31 22:41:19 +0000 2025","0","Coba lihat produk ini! https://t.co/FAYVmkpX7E","1951050572196618280","","","in","","0","0","0","https://x.com/undefined/status/1951050572196618280","198830994",
"1951050456601641337","Thu Jul 31 22:40:52 +0000 2025","0","Coba lihat produk ini! https://t.co/OBgbIGUf2A","1951050456601641337","","","in","","0","0","0","https://x.com/undefined/status/1951050456601641337","198830994",
"1951050379447378360","Thu Jul 31 22:40:33 +0000 2025","0","Coba lihat produk ini! https://t.co/OWRM6Ob8tG","1951050379447378360","","","in","","0","0","0","https://x.com/undefined/status/1951050379447378360","198830994",
"1951050218302218696","Thu Jul 31 22:39:55 +0000 2025","0","Coba lihat produk ini! https://t.co/u4B1zrZelt","1951050218302218696","","","in","","0","0","0","https://x.com/undefined/status/1951050218302218696","198830994",
"1951050141210960307","Thu Jul 31 22:39:37 +0000 2025","0","Coba lihat produk ini! https://t.co/EU6XTKcU8y","1951050141210960307","","","in","","0","0","0","https://x.com/undefined/status/1951050141210960307","198830994",
"1951050072139206743","Thu Jul 31 22:39:20 +0000 2025","0","Coba lihat produk ini! https://t.co/GRslbViJCJ","1951050072139206743","","","in","","0","0","0","https://x.com/undefined/status/1951050072139206743","198830994",
"1951049672178671778","Thu Jul 31 22:37:45 +0000 2025","0","(Glowby) Perfect Glowing 1 Sabun dan Serum Lotion Bayi dan Anak https://t.co/SZceW73z8j","1951049672178671778","","","in","","0","0","0","https://x.com/undefined/status/1951049672178671778","198830994",
